artist,title,downloads,link,scrape_time
Cyhi The Prynce,BHP 2: N.A.A.C.P,104044,/Cyhi-The-Prynce-BHP-2-NAACP-mixtape.688702.html,15-09-18
Gucci Mane,Gucci 3D By Gucci Mane,103637,/Gucci-Mane-Gucci-3D-By-Gucci-Mane-mixtape.387095.html,15-09-18
Jay Electronica,What The F*ck Is A Jay Electronica,103635,/Jay-Electronica-What-The-Fck-Is-A-Jay-Electronica-mixtape.29273.html,15-09-18
Tory Lanez,Sincerely Tory,103484,/Tory-Lanez-Sincerely-Tory-mixtape.351700.html,15-09-18
Plies,On Trial 2,103252,/Plies-On-Trial-2-mixtape.415998.html,15-09-18
Kirko Bangz,Progression IV,102907,/Kirko-Bangz-Progression-IV-mixtape.595683.html,15-09-18
Lil Wayne,The Prefix,102714,/Lil-Wayne-The-Prefix-mixtape.1800.html,15-09-18
Ar-Ab,Who Harder Than Me 2,102672,/Ar-Ab-Who-Harder-Than-Me-2-mixtape.402129.html,15-09-18
Game,Purp & Patron: The Hangover,102660,/Game-Purp-Patron-The-Hangover-mixtape.193040.html,15-09-18
Bow Wow,Im Better Than You,102273,/Bow-Wow-Im-Better-Than-You-mixtape.265999.html,15-09-18
Pretty Ricky,Sex Music Vol. 1: Streets N The Sheets,102150,/Pretty-Ricky-Sex-Music-Vol-1-Streets-N-The-Sheets-mixtape.261193.html,15-09-18
Young Buck,Live Loyal Die Rich,102049,/Young-Buck-Live-Loyal-Die-Rich-mixtape.298543.html,15-09-18
Gucci Mane,East Atlanta Santa 2,101970,/Gucci-Mane-East-Atlanta-Santa-2-mixtape.755867.html,15-09-18
Vince Staples,Shyne Coldchain Vol. 2,101956,/Vince-Staples-Shyne-Coldchain-Vol-2-mixtape.590712.html,15-09-18
"2 Chainz, Cap 1, Skooly & Short Dawg",T.R.U. (The Real University),101943,/2-Chainz-TRU-The-Real-University-mixtape.681682.html,15-09-18
Ludacris,A Hustler's Spirit,101917,/Ludacris-A-Hustlers-Spirit-mixtape.93131.html,15-09-18
Jim Jones,Vampire Life 3,101665,/Jim-Jones-Vampire-Life-3-mixtape.520933.html,15-09-18
Papoose,Hoodie Season Pt 2,101319,/Papoose-Hoodie-Season-Pt-2-mixtape.575221.html,15-09-18
Rick Ross,Black Diamonds,101193,/Rick-Ross-Black-Diamonds-mixtape.357247.html,15-09-18
Wiz Khalifa,Northern Lights,101166,/Wiz-Khalifa-Northern-Lights-mixtape.170718.html,15-09-18
Curren$y & Jet Life,Red Eye Mixtape,101102,/Curreny-Jet-Life-Red-Eye-Mixtape.517109.html,15-09-18
The Furnace,The Homebass Ep,100865,/The-Furnace-The-Homebass-Ep-mixtape.601514.html,15-09-18
Cassidy,Da Barbarian,100737,/Cassidy-Da-Barbarian-mixtape.807755.html,15-09-18
Dom Kennedy,From The Westside With Love,100523,/Dom-Kennedy-From-The-Westside-With-Love-mixtape.108164.html,15-09-18
Big K.R.I.T.,Last King 2 (God's Machine),100506,/Big-KRIT-Last-King-2-Gods-Machine-mixtape.262810.html,15-09-18
Various Artists,Hip Hop TXL Vol 27,100492,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-27-mixtape.551369.html,15-09-18
Tech N9ne,Bad Season,100440,/Tech-N9ne-Bad-Season-mixtape.181295.html,15-09-18
Wale,Before I Shine,100372,/Wale-Before-I-Shine-mixtape.834159.html,15-09-18
Nelly,Scorpio Season,100257,/Nelly-Scorpio-Season-mixtape.411707.html,15-09-18
Chief Keef,Almighty DP 2,100256,/Chief-Keef-Almighty-DP-2-mixtape.734248.html,15-09-18
Various Artists,Hip Hop TXL Vol 53,100177,/DJ-Reddy-Rell-Hip-Hop-TXL-Vol-53-mixtape.664905.html,15-09-18
Waka Flocka Flame,Salute Me Or  Shoot Me  2,100143,/Waka-Flocka-Flame-Salute-Me-Or-Shoot-Me-2-mixtape.63575.html,15-09-18
O.T. Genasis,R&B: Rhythm & Bricks,100113,/OT-Genasis-RB-Rhythm-Bricks-mixtape.729423.html,15-09-18
